month,gfcf_real_gdp,money_supply_m1,money_supply_m2,money_supply_m3,money_supply_m4,currency_in_circulation,currency_with_public,demand_deposits,m3_net_bank_credit_govt,bank_credit,sched_banks_liabilities,sched_banks_demand_time_dep,sched_banks_deposits,sched_banks_demand_dep,cash_reserve_ratio,tbill_91day_yield,tbill_364day_yield,exchange_rate_inr_usd,sensex,bse_listed_companies,ceic_leading_indicator,electricity_generation,exports,imports_usd,fuel_power_wpi,foreign_tourist_arrivals
YYYY-MM,INR real const prices — QUARTERLY (blank off-quarter),INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,INR mn,% (rate),% pa,% pa,USD/INR,Index 1978-79=100,count,index,GWh,INR mn,USD mn,Index 2011-12=100,persons
1996-04,1781239217411,2178120,2237550,6092580,6253910,1293570,1255320,869300,2684450,2521490,168040,138860,4524110,771980,13.5,12.4562,12.9944,34.52,3826.72,5596,99.15000445,32256,99801.106,3045,69.49927293,158785
1996-05,,2179700,2239010,6112510,6275090,1326560,1285000,841110,2703840,2506330,202900,139680,4562880,770280,13,12.4137,12.9433,35.09,3724.97,5719,99.58765694,33416,96178.65,3348,69.55872483,132833
1996-06,,2188340,2247490,6195310,6359100,1316070,1271790,849400,2749750,2501130,210440,148110,4634520,796550,13,12.4137,12.9688,35.06,3812.52,5760,95.61267588,30413,92522.282,2868,69.55872483,133154
1996-07,1831670240883,2160170,2219630,6221650,6387620,1292290,1249790,859930,2790110,2508660,232870,156090,4673800,784800,12,9.4585,12.6126,35.68,3536.94,5799,94.70929566,31894,95909.3697,2937,76.15788591,176347
1996-08,,2142020,2201610,6257770,6425150,1251730,1210020,874690,2739340,2487340,175720,153370,4747360,790050,12,9.9621,12.6126,35.68,3514.61,5886,93.25417173,31943,96588.4,3023,76.75240492,167985
1996-09,,2174910,2233760,6383580,6552090,1239160,1197350,917470,2735830,2521080,185090,161460,4847330,825930,12,10.1723,12.6126,35.76,3239.48,5933,90.15203077,31443,94983.76,2959,76.75240492,160840
1996-10,1865631734143,2192570,2251820,6412430,6580300,1279090,1236320,883150,2772420,2553540,182250,158600,4834790,788530,11.5,8.8307,12.0951,35.68,3163.78,5969,93.17264423,33202,95416.594,3228,76.87130872,204126
1996-11,,2218890,2278070,6486520,6654500,1333950,1290170,864680,2811490,2586520,228340,157180,4918870,805220,11,8.1633,10.3996,35.76,2890.5,5988,90.21812694,32644,90314.784,3424,77.22802013,240620
1996-12,,2216930,2276640,6535480,6704530,1335920,1293850,877800,2821480,2613310,222520,166200,4967290,815340,11,8.1633,10.3266,35.93,3085.2,5999,93.82986827,34561,100611.726,3262,77.28747204,273310
1997-01,1923626734029,2263300,2322900,6694110,6862040,1329460,1285880,932590,2848190,2673540,196480,168960,5085280,838750,10,7.498,10.0958,35.88,3382.47,6008,92.93927423,34608,105592.7817,3882,77.28747204,240569
1997-02,,2290510,2350090,6763670,6931640,1352400,1309030,945970,2854440,2682370,190470,159690,5139980,850390,10,7.9551,10.0958,35.89,3651.91,5839,94.72847442,31926,98519.4225,3570,77.28747204,227458
1997-03,,2406150,2469770,6960120,7134910,1372170,1320870,1053340,2886200,2784010,214800,176510,5295850,937940,10,7.9551,10.0958,35.9,3360.89,5832,94.40429984,35837,124376.7168,3564,77.28747204,218411
1997-04,1915311097431,2416140,2478210,7085090,7259560,1435820,1391700,990180,2987540,2763710,231370,180280,5358440,883570,10,6.2151,8.9799,35.78,3841.11,5831,99.36209526,33406,94407.0435,3180,82.51923937,154863
1997-05,,2449980,2511600,7160520,7335850,1486030,1437660,977780,3034890,2771680,258900,171650,5426820,900200,10,6.7521,8.9799,35.79,3755.1,5840,102.5594536,34713,109086.516,3503,82.51923937,137536
1997-06,,2498850,2560060,7243470,7420260,1493700,1443500,1003360,3075680,2761180,278010,179760,5496430,918160,10,7.0004,8.9799,35.82,4256.09,5844,103.8805764,33160,101192.065,3347,82.51923937,143199
1997-07,1935837828798,2449640,2510780,7262050,7440660,1478800,1430930,964220,3132640,2793890,270950,186680,5529410,891150,10,6.7107,8.4246,35.71,4305.76,5844,102.1627252,34693,106813.2312,3553,82.51923937,184324
1997-08,,2385340,2449150,7289290,7471950,1422390,1372940,971170,3066290,2770990,271730,185410,5590560,870860,10,6.5867,8.3306,36.36,3876.08,5848,97.12997744,34733,101507.9615,3060,82.51923937,176675
1997-09,,2430900,2494930,7442520,7627060,1399440,1353820,1035730,3027740,2797340,278910,196200,5739800,934330,10,6.8762,8.4716,36.18,3902.03,5839,99.29412789,34374,109682.1292,3175,87.63210291,160032
1997-10,1991745764141,2450520,2513640,7528220,7713440,1455730,1406040,1008530,3147430,2876270,325590,208560,5951060,913300,9.75,6.2151,7.9797,36.4,3803.24,5842,99.13980369,34893,109414.228,3586,87.69155481,210798
1997-11,,2501400,2565110,7635840,7823260,1492390,1444120,1006900,3181370,2884830,307760,211940,5895320,932230,9.5,6.2151,7.9797,38.57,3560.29,5842,92.96486158,33575,96951.14,3299,87.57265101,249275
1997-12,,2507140,2572000,7683040,7873990,1491260,1444430,1019670,3214680,2947210,306810,211260,5934070,940300,10,7.2076,7.9797,39.28,3658.98,5843,96.19113834,35495,114772.2,3717,87.57265101,270954
1998-01,2004011107320,2515750,2580920,7785870,7977740,1481160,1432860,1048010,3184230,3070610,314310,205770,5982020,936900,10.25,7.332,,38.92,3224.36,5850,103.3932899,38321,116164.059,3575,87.57265101,245706
1998-02,,2531710,2599490,7914080,8109190,1498460,1448600,1056440,3213370,3134560,296030,216300,6111870,946480,10.25,7.332,7.9797,39.3,3622.22,5852,108.5480343,35194,114839.2576,3703,87.69155481,222089
1998-03,,2678440,2755110,8213320,8420590,1510550,1455790,1187250,3305970,3240790,328530,242090,6365970,1061010,10.25,7.332,7.9797,39.5,3892.75,5853,114.1017199,38763,128241.8326,3716,87.92936242,215534
1998-04,2042670099632,2712680,2779820,8368950,8567800,1598980,1547410,1140280,3375490,3215770,321000,244900,6437240,1022950,10,7.332,7.9797,39.73,4006.81,5853,108.7173323,37059,107753.6706,3585,88.76168904,174204
1998-05,,2739950,2806220,8459580,8659450,1650650,1593950,1121230,3483770,3207070,327460,245160,6499910,1000190,10,7.332,7.968,41.5,3686.39,5852,104.7455828,38150,101900.1866,3748,88.58333333,137868
1998-06,,2755470,2823850,8544660,8749090,1640430,1581170,1130870,3606590,3196760,350290,252080,6581520,1028780,10,7.332,7.9797,42.47,3250.69,5854,100.9503425,36283,105281.498,3162,88.52388143,140810
1998-07,2081624167584,2700410,2768780,8634610,8841120,1561020,1502880,1154850,3671000,3230500,345240,263240,6693710,1035100,10,7.7056,9.0156,42.56,3211.31,5850,99.00406831,36998,118503.4158,3922,87.63210291,175322
1998-08,,2676560,2745680,8832760,9041800,1555470,1498120,1131510,3646220,3235970,355990,274550,6887870,1010280,11,7.9967,9.0156,42.55,2933.85,5851,88.24560178,37080,127886.0565,3410,87.69155481,173095
1998-09,,2732760,2801050,9011500,9221620,1567050,1514240,1181290,3676720,3306900,393930,291480,7052860,1061970,11,8.9621,9.577,42.49,3102.29,5854,84.60482171,35496,113813.667,3692,87.69155481,160369
1998-10,2130956689747,2781410,2849830,9150110,9362210,1653080,1592420,1153830,3724740,3377080,418790,292160,7149200,1062850,11,10.0041,10.7174,42.37,2812.49,5855,79.35549381,34848,110606.7287,3445,87.69155481,203903
1998-11,,2777440,2845340,9192200,9407190,1642130,1589440,1151980,3789620,3374120,424220,296670,7180170,1048850,11,9.5423,10.6195,42.63,2810.66,5857,85.38395469,35900,117738.81,3484,87.69155481,239919
1998-12,,2809600,2878300,9236980,9455710,1676380,1624440,1145170,3800460,3409160,428850,297210,7201710,1050140,11,9.5843,10.4728,42.48,3055.41,5860,91.78287445,39126,118658.2474,3533,87.69155481,269810
1999-01,2171894132137,2877190,2944850,9402340,9620030,1707200,1648880,1197210,3830840,3492710,425590,305550,7219270,1073730,11,9.5423,10.4118,42.5,3315.57,5861,96.30476682,40406,116701.7579,3445,86.38361298,253125
1999-02,,2902450,2969940,9511970,9729960,1737630,1680100,1190680,3872070,3534690,452890,313060,7268210,1062650,11,9.5423,10.6195,42.49,3399.63,5860,101.9516891,36469,121385.1864,3282,90.24798658,241881
1999-03,,3090680,3167180,9809600,10039380,1758460,1689440,1363880,3866770,3688700,469420,338750,7515190,1215850,10.5,8.7472,10.0715,42.43,3739.96,5848,112.8682011,40847,139367.7758,3693,90.60469799,227151
1999-04,2284961162015,3107820,3177250,9941600,10167390,1853480,1794570,1281480,4000100,3704270,507230,343770,7588060,1151940,10.5,8.4133,9.9263,42.82,3325.69,5850,111.2192,39290,117049.248,3328,90.72360179,165627
1999-05,,3137300,3206680,10043580,10272550,1913590,1850300,1257110,4050480,3668250,488110,337540,7610120,1124240,10,8.7472,10.011,42.84,3963.56,5850,106.023888,39407,114519.248,3657,90.78305369,140168
1999-06,,3138520,3208320,10106820,10339550,1916210,1852630,1236820,4105900,3656170,474190,335060,7707220,1127660,10,9.249,10.3266,43.36,4140.73,5851,102.9686454,37897,119439.9028,3673,91.1397651,153225
1999-07,2331170839528,3089960,3160580,10233540,10469920,1833370,1771000,1272690,4183530,3720520,478710,341710,7851650,1140900,10,8.9561,10.2779,43.29,4542.34,5851,106.9167834,39281,136270.1081,4207,91.2586689,189045
1999-08,,3078540,3149970,10317740,10557700,1832550,1772470,1262900,4194090,3747660,468490,347600,7933370,1133180,10,9.4585,10.2779,43.48,4898.21,5852,116.5065629,41103,137861.6408,4175,91.73428412,184808
1999-09,,3122850,3195380,10504310,10748280,1829610,1765900,1311480,4235430,3806580,503600,359730,8081400,1177360,10,9.4585,10.3266,43.61,4764.42,5854,122.6041651,40328,138205.977,4629,93.63674497,169200
1999-10,2337801823896,3175270,3248350,10623140,10870990,1896400,1830390,1314690,4326850,3924580,528260,360830,8176360,1194160,10,9.4585,10.3266,43.42,4444.56,5855,111.6234188,38324,136668.6864,4147,98.03618568,219442
1999-11,,3211810,3285260,10701160,10952890,1968310,1902210,1276770,4334490,3963040,502180,359080,8191760,1178730,9,9.4166,10.1928,43.41,4622.21,5858,117.7461446,38726,127636.146,4117,99.40357942,260752
1999-12,,3315730,3390440,10954610,11212460,2003810,1923320,1359690,4412250,4151770,512400,379390,8354170,1217720,9,9.0816,10.1686,43.49,5005.82,5863,114.2384353,38324,133531.3252,4615,99.40357942,277505
2000-01,2417942998938,3307250,3381310,10943680,11203060,1968110,1896540,1379380,4367550,4152880,497940,362140,8370860,1240080,9,8.8725,9.9143,43.61,5205.29,5871,122.6417701,41703,119783.946,3879,99.70083893,253666
2000-02,,3372560,3446770,11111080,11373480,1982750,1914030,1431920,4374360,4245840,517390,377190,8561710,1298400,9,8.9561,9.4092,43.61,5446.98,5879,128.5731446,39690,148598.216,4344,101.3654922,267403
2000-03,,3417960,3497740,11241740,11517300,1970610,1890820,1496810,4413780,4359580,562330,386990,8620980,1330000,9,9.1653,9.9263,43.62,5001.28,5889,123.0199341,43124,168443.838,4871,108.6780761,234606
2000-04,2362910579549,3509260,3587310,11540930,11818040,2063880,1989280,1488810,4606430,4445520,600780,417310,8862310,1350930,8,7.9135,9.2419,43.66,4657.55,5868,119.2836974,40725,144596.357,4401,115.2177852,187419
2000-05,,3528510,3606720,11613940,11893950,2110560,2033490,1469400,4650010,4424930,585360,405130,8929920,1345860,8,8.7054,9.2419,44.58,4433.61,5876,117.6024071,41963,157659.4943,4371,115.0988814,151344
2000-06,,3534380,3613200,11775240,12063670,2062460,1975840,1512060,4704910,4599340,602090,431080,9036400,1361670,8,8.9143,9.2419,44.68,4748.77,5886,119.1953911,39824,154647.5275,4028,115.5150447,168716
2000-07,2358443845840,3443390,3523710,11780530,12075220,2028780,1951750,1450530,4787980,4575570,574420,438020,9061730,1299070,8.25,9.249,10.2901,44.99,4279.86,5890,111.7619535,39670,158107.603,4487,115.6339485,204969
2000-08,,3431130,3512690,11855980,12157210,2029540,1953670,1435750,4695200,4622660,592680,435780,9137720,1286060,8.5,10.4669,10.9139,45.8,4477.31,5897,116.0813654,41538,167971.129,3993,116.2879195,189902
2000-09,,3464380,3546670,12032540,12339380,2023570,1948040,1480490,4736390,4765040,619780,445130,9460200,1416970,8.5,10.0041,10.9139,46.07,4090.38,5910,114.1845386,41222,176884.864,4249,120.5684564,181292
2000-10,2336436070628,3555600,3638370,12231870,12544580,2083510,2003720,1521470,4900460,4803750,619590,426600,9419170,1369780,8.5,9.5004,10.3875,46.8,3711.02,5917,113.0832567,42729,172655.3188,4264,130.1996644,226531
2000-11,,3575360,3658700,12532900,12851030,2141030,2059320,1489420,4933840,4812330,675690,446720,9697150,1336940,8.5,9.0816,10.1079,46.84,3997.99,5929,113.7973089,41600,168744.3256,4698,130.7941834,275254
2000-12,,3678110,3762080,12724120,13048900,2129320,2038490,1617720,4929210,4977030,726290,495280,9858050,1459610,8.5,8.7472,9.9868,46.75,3972.12,5937,111.5493049,42701,171090.9165,3976,129.5456935,297711
2001-01,2313347117714,3604940,3689170,12763580,13090600,2131920,2056890,1526370,4959400,5002830,747410,509550,9897490,1373290,8.5,8.8725,9.4212,46.41,4326.72,5951,110.3889212,42297,170886.1908,4007,130.5563758,283750
2001-02,,3671170,3755350,12906830,13238480,2161350,2083680,1564380,5027900,5047220,776790,521650,10016150,1409220,8.25,8.3299,9.0037,46.61,4247.04,5953,112.810403,39689,172045.112,3457,132.5777405,262306
2001-03,,3794330,3882630,13132040,13476170,2182040,2095500,1662700,5119550,5114340,825500,550410,10164400,1486690,8,8.7472,8.9562,46.64,3604.38,5955,108.5891429,44360,201028.6388,4625,132.4588367,248965
2001-04,2464049772169,3912700,4000250,13505980,13853630,2287090,2206060,1675280,5315820,5168760,872320,562550,10468180,1509000,8,7.7056,8.8021,46.86,3519.16,5961,103.265705,41337,145746.489,4094,132.3993848,185338
2001-05,,3959000,4046830,13694670,14049020,2374110,2286410,1643160,5449590,5149210,801820,521760,10546820,1473430,7.5,7.3735,8.0497,46.99,3631.91,5961,101.929376,43223,170371.7517,4674,132.3399329,151098
2001-06,,3975090,4063600,13843780,14206330,2319400,2223580,1714230,5534320,5194160,799870,523510,10723300,1543910,7.5,7.0832,7.689,47.04,3456.78,5962,95.99534461,40398,169917.1488,4017,132.280481,176716
2001-07,2448234194100,3879970,3970030,13876310,14247860,2279890,2191120,1653850,5598200,5241040,630440,421120,10788220,1482460,7.5,7.0832,7.3768,47.16,3329.28,5962,93.58594499,42223,161962.4173,4923,132.1615772,224432
2001-08,,3897980,3990980,13984920,14366960,2284380,2195720,1665910,5554270,5283400,619230,394650,10937000,1484310,7.5,6.8348,7.1696,47.15,3244.95,5938,92.14933399,42676,172016.2255,4372,134.4207494,196517
2001-09,,3839110,3931340,14078860,14466510,2267890,2184780,1621340,5608230,5435410,614210,386190,11190080,1568350,7.5,7.0004,7.3192,47.86,2811.6,5939,92.08362089,43147,176774.5722,3902,134.5396532,162326
2001-10,2549972613456,3902760,3995480,14208230,14604480,2318650,2239700,1631890,5656250,5476410,607860,354980,11102050,1463860,7.5,6.7107,6.8604,47.97,2989.35,5940,90.18052707,42477,178655.1052,4093,136.9771812,181605
2001-11,,3990920,4083960,14392080,14794110,2389840,2295470,1666520,5794920,5493190,563880,350030,11214060,1500970,5.75,6.5041,6.678,47.99,3287.56,5928,94.7025633,42595,171801.768,4158,137.096085,209685
2001-12,,4046230,4139990,14504870,14915270,2394700,2298700,1722520,5723500,5596730,562580,352840,11289960,1547640,5.5,7.249,7.3768,48.18,3262.33,5795,96.58717973,44477,155787.125,4079,136.1448546,254544
2002-01,2599426980119,4005130,4099720,14584070,15000960,2415640,2333170,1649160,5788040,5685430,534880,341450,11353350,1477860,5.5,6.5454,6.7464,48.58,3311.03,5796,94.99224564,44475,205646.5849,4243,135.6097875,228150
2002-02,,4084840,4179650,14743660,15166340,2475830,2397020,1664780,5837930,5728510,543190,342750,11424660,1489290,5.5,6.2151,6.4169,48.81,3562.31,5798,94.40452308,40829,172213.888,3759,135.1341723,241133
2002-03,,4228240,4328690,14983360,15422620,2509740,2407940,1791990,5895650,5897230,575000,346460,11617910,1593780,5.5,6.1326,6.1571,48.8,3469.35,5782,99.42586734,46652,201942.9047,4433,138.5229306,216839
2002-04,2587067129681,4340780,4440540,15422100,15865420,2609930,2521200,1796150,6049990,5965200,613000,363700,11960070,1621610,5.5,6.1326,6.2248,48.97,3338.16,5784,96.55558496,43470,197467.251,4207,136.9771812,159789
2002-05,,4411270,4510880,16052060,16502670,2673230,2574470,1814270,6332980,6447480,644550,405170,12508060,1621270,5.5,6.5867,6.7692,49.03,3125.73,5784,94.36363463,44175,199988.544,5181,136.9771812,144571
2002-06,,4412930,4512930,16094530,16553210,2656080,2552840,1827930,6348550,6488180,627770,407040,12574820,1641170,5,6.1326,6.349,48.87,3244.7,5786,94.86943329,42208,194123.592,4251,138.9985459,134566
2002-07,2652832224397,4314770,4416820,16141590,16610520,2609900,2516450,1760770,6437530,6511920,611620,397790,12700770,1578630,5,5.803,6.0333,48.68,2987.65,5711,95.35860982,44812,223594.0291,4874,141.7333333,178231
2002-08,,4313720,4417200,16306870,16783450,2606220,2516380,1761850,6399420,6559940,684030,399610,12899050,1618970,5,5.7618,5.9659,48.51,3181.23,5710,96.20528893,44444,219837.03,4861,141.3766219,162594
2002-09,,4329350,4434370,16403760,16888290,2597060,2509930,1784840,6362880,6737530,659700,405410,13072820,1684650,5,5.7618,5.8537,48.38,2991.36,5711,92.56793565,42978,217305.85,5086,141.9711409,163089
2002-10,2748316732788,4420950,4526520,16589030,17081330,2659020,2566830,1821720,6401120,6746450,637440,405590,13075910,1653970,5,5.515,5.6301,48.41,2949.32,5654,95.88987249,45677,229940.7264,5593,143.2196309,213267
2002-11,,4464560,4570670,16735160,17235890,2679860,2586040,1849420,6478890,6836700,634950,403860,13205010,1662800,4.75,5.1043,5.3519,48.27,3228.82,5649,97.62768748,44075,195507.1797,5072,143.160179,245661
2002-12,,4537230,4644410,16819910,17330960,2709120,2612500,1898790,6402970,6922440,623420,391910,13238130,1709650,4.75,5.4739,5.5186,48.03,3377.28,5650,94.23561886,45922,191875.7575,4972,141.9711409,296474
2003-01,2757216783778,4531730,4640410,16937250,17456240,2744710,2654690,1850560,6476210,7069280,606120,385780,13407670,1730080,4.75,5.6384,5.4852,47.8,3250.38,5651,88.07292846,46485,232591.935,5571,143.754698,274215
2003-02,,4648660,4758230,17072830,17608920,2802500,2713810,1902620,6513910,7148890,613480,395440,13413690,1705300,4.75,5.803,5.7977,47.67,3283.66,5647,84.18002902,41049,204645.3564,4631,145.2409955,262692
2003-03,,4735580,4851520,17179360,17732110,2824730,2715810,1987570,6765230,7292150,643760,421840,13448790,1765720,4.75,5.8853,5.8873,47.5,3048.72,5650,85.14683523,46347,245582.6817,5891,151.0672819,218473
2003-04,2866713395440,4933100,5047080,17705340,18263750,2948710,2841690,2060930,7000290,7268430,590240,407790,13869390,1819240,4.75,4.5307,4.8768,47.35,2959.79,5647,88.92413285,44284,204444.3426,5764,151.1267338,160941
2003-05,,4955140,5069380,17846960,18416090,3010640,2892640,2038160,7107290,7303700,638550,416430,13974540,1830750,4.75,4.7764,4.7779,47.03,3180.75,5645,92.87431023,46499,221228.56,6175,147.2029083,141508
2003-06,,5005190,5120490,18023020,18606380,3003550,2874760,2097580,7119260,7328930,616520,411880,14110560,1883960,4.5,4.9403,4.9428,46.47,3607.13,5641,95.2934948,44510,205384.401,5727,146.3111298,176324
2003-07,3034964871590,4894310,5012300,18066440,18666700,2959140,2838690,2015870,7158570,7266530,610990,394150,14181750,1801300,4.5,4.7354,4.7889,46.14,3792.61,5643,91.80253652,44153,214322.14,5784,148.2135906,225359
2003-08,,4895650,5015200,18194330,18806140,2953120,2840180,2020110,7090010,7318010,616280,399660,14373390,1842230,4.5,4.7354,4.9648,45.85,4244.73,5635,89.27464629,44965,207535.9412,5785,148.3324944,204940
2003-09,,4910890,5031570,18315880,18938520,2944000,2835830,2038660,7081190,7504060,631520,409060,14663680,1958950,4.5,4.5717,4.6025,45.85,4453.24,5639,91.49078962,45571,251285.7627,6305,151.3645414,191339
2003-10,3066336439536,5183760,5305940,18648610,19285090,3063190,2936260,2199280,7212900,7623030,555410,363300,14626430,1977580,4.5,4.9403,4.723,45.32,4906.87,5639,93.09615189,46844,254668.7924,7019,150.9483781,260569
2003-11,,5153650,5277550,18749050,19398500,3088110,2971070,2149230,7287260,7692120,534120,364750,14726720,1930100,4.5,4.2446,4.3841,45.94,5044.82,5640,100.4568663,46219,223307.6688,6467,151.7212528,290583
2003-12,,5268690,5394330,18962890,19628000,3123870,3005620,2226420,7171620,7833570,535640,370590,14890360,2008520,4.5,4.2446,4.3079,45.61,5838.96,5644,107.2522861,48391,278913.492,7450,152.8508389,319271
2004-01,3240295494543,5286930,5414020,19226680,19907900,3163820,3060280,2192300,7242700,8033510,531660,378770,15249160,2049860,4.5,4.3263,4.3841,45.31,5695.67,5553,108.4104304,49347,237098.496,6898,155.5856264,337345
2004-02,,5482110,5610800,19593880,20285810,3231710,3128910,2318750,7344480,8201870,543620,383010,15490450,2105360,4.5,4.408,4.4823,45.26,5667.51,5521,110.6130895,46382,281912.4802,6844,155.8828859,331697
2004-03,,5786940,5920610,20056540,20770420,3270280,3149710,2586260,7429040,8407850,558620,381360,15733410,2319200,4.5,4.3672,4.4386,43.39,5590.6,5528,107.7833565,51242,353593.6059,8034,156.1206935,293185
2004-04,3478070694406,5878800,6011930,20581840,21306290,3411350,3296020,2544960,7485740,8649030,575910,407950,16219750,2288550,4.5,4.408,4.4386,44.37,5655.09,5292,101.1305961,48930,247681.4274,6987,55.17136465,223884
2004-05,,5799720,5933410,20562330,21301130,3430950,3315560,2446400,7484790,8639960,573220,394330,16219510,2196110,4.5,4.408,4.4277,45.56,4759.62,5296,87.56079458,47981,269381.5065,8073,55.29026846,185502
2004-06,,5771380,5906630,20631300,21385760,3413440,3297420,2437680,7516790,8788700,588110,395410,16348780,2200370,4.5,4.4898,4.6353,45.98,4795.46,5270,85.20960793,46570,276110.3836,8717,56.36040268,223122
2004-07,3608383599663,5693860,5830740,20626350,21395760,3375570,3263220,2385270,7554700,8897440,554360,379220,16575240,2237090,4.5,4.4898,4.6244,46.45,5170.32,4729,92.90989147,50283,267998.1183,7872,57.25218121,272456
2004-08,,5868630,6006960,20831610,21615220,3363880,3260090,2563910,7539520,9082220,569620,389600,16612750,2275690,4.5,4.6945,5.3852,46.34,5192.08,4735,89.22127398,48325,277144.526,8132,58.97628635,253301
2004-09,,5782060,5921320,20895610,21692290,3371800,3265800,2472430,7404880,9332050,588510,368380,16732430,2311450,4.75,5.0223,5.3741,46.16,5583.61,4733,93.52022233,49059,318653.1612,9420,59.33299776,226773
2004-10,3705738977193,6127500,6267610,21132980,21942980,3421640,3307020,2755750,7527300,9907570,668570,365600,16881630,2528980,5,5.3653,5.6903,45.45,5672.27,4721,90.06559671,48484,298149.7245,8989,59.21409396,307447
2004-11,,6068940,6209700,21196110,22017250,3549150,3426570,2598580,7463970,10070980,680430,360340,16812900,2367320,5,5.283,5.6791,44.75,6234.29,4725,97.42462947,47792,319100.295,9358,61.71107383,385238
2004-12,,6100060,6242260,21446930,22283400,3536450,3420500,2632600,7328240,10455500,740840,379030,17422710,2629760,5,5.4065,5.7351,43.58,6602.69,4730,97.90431029,50543,322582.379,10457,61.35436242,417527
2005-01,3849073043340,6172900,6316410,22062200,22910280,3579940,3470680,2647370,7619420,10480240,682810,370470,17421060,2492810,5,5.3241,5.7688,43.69,6555.94,4730,94.63765136,50525.75,357381.31,11009,62.95956376,385977
2005-02,,6279700,6424970,22151250,23009930,3612540,3497300,2738950,7546700,10671150,651480,366500,17652560,2565230,5,5.2418,5.6456,43.64,6713.86,4732,91.57234155,46015.76,350610.8868,10357,63.25682327,369844
2005-03,,6497660,6650670,22456530,23343000,3686610,3563140,2869980,7524360,11004280,687190,378300,17708980,2553650,5,5.3241,5.6567,43.75,6492.82,4731,92.91137239,52923.52,442616.8455,12369,63.25682327,352094
2005-04,4027886723060,6773100,6926380,23314060,24211240,3843190,3718840,3009650,7717170,11279820,805950,389440,18447510,2711000,5,5.1183,5.6008,43.65,6154.44,4736,90.83530263,50413.2,335169.792,11336,63.67298658,248416
2005-05,,6691520,6845140,23299370,24212430,3898390,3772540,2875970,7617410,11410730,793170,407350,18501850,2610970,5,5.2006,5.5896,43.69,6715.11,4734,92.99204221,52942.57,346277.5815,13232,63.73243848,225394
2005-06,,6780040,6934560,23465640,24394340,3885390,3757450,2978230,7592100,11612030,820180,401700,18643590,2714540,5,5.3653,5.6232,43.51,7193.85,4738,95.64323159,50948.85,343538.8785,11803,64.74312081,246970
